,date,content,username,description,display_name,verified,followersCount,friendsCount,tweetsCount,listedCount,mediaCount,language,replyCount,retweetCount,likeCount,quoteCount,sourceUrl,sourceLabel
31,2022-09-24 20:08:55+00:00,@_guille_3 deja de hacer spoilers capullo,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,1,0,1,0,https://mobile.twitter.com,Twitter Web App
32,2022-09-18 15:26:48+00:00,@esternox_ jajajjajajajajaj ester memeo no se me aplica eh,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,1,0,0,0,https://mobile.twitter.com,Twitter Web App
33,2022-06-08 07:36:02+00:00,@shedoesntgo @maria15bm este ranking esta muy mal,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,1,0,0,0,https://mobile.twitter.com,Twitter Web App
34,2022-06-01 20:46:15+00:00,@callmesvetlana lo vas a hacer genial tia!!!,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,0,0,0,0,https://mobile.twitter.com,Twitter Web App
35,2022-05-24 21:43:21+00:00,@callmesvetlana se vienen cositas,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,0,0,1,0,https://mobile.twitter.com,Twitter Web App
36,2022-05-14 18:04:39+00:00,@mariaagf9 me muero con lo bonito q es,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,0,0,1,0,https://mobile.twitter.com,Twitter Web App
37,2022-05-10 04:06:06+00:00,@shedoesntgo la pregunta es q no les pasa,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,0,0,0,0,https://mobile.twitter.com,Twitter Web App
38,2022-04-20 17:10:19+00:00,@shedoesntgo @GgMariette no me escondo pero te juro que me la empiezo hoy esq se me olvida siempre😭😭,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,0,0,0,0,https://mobile.twitter.com,Twitter Web App
39,2022-04-19 21:06:05+00:00,@shedoesntgo sandra sigo sin habermela visto,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,1,0,0,0,https://mobile.twitter.com,Twitter Web App
40,2022-04-06 15:19:35+00:00,me he pedido unos dickies rezando para haber acertado con la talla 🤞🤞,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,0,0,1,0,https://mobile.twitter.com,Twitter Web App
41,2022-04-04 02:58:43+00:00,quiero volver a españa solo para volver a comer sano :( dining hall food sucks,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,1,0,0,0,https://mobile.twitter.com,Twitter Web App
42,2022-03-22 22:25:26+00:00,@callmesvetlana palante con todo,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,0,0,1,0,https://mobile.twitter.com,Twitter Web App
43,2022-03-18 03:23:45+00:00,esq la amo twitter.com/El_Hormiguero/…,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,0,0,0,0,https://mobile.twitter.com,Twitter Web App
44,2022-02-28 15:37:44+00:00,lo que dependo del sol para estar feliz se esta convirtiendo en preocupante,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,0,0,4,0,https://mobile.twitter.com,Twitter Web App
45,2022-02-15 02:03:11+00:00,@shedoesntgo @callmesvetlana sandra te adoro,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,0,0,2,0,https://mobile.twitter.com,Twitter Web App
46,2022-01-11 22:58:27+00:00,@_guille_3 goals es poco,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,en,0,0,1,0,https://mobile.twitter.com,Twitter Web App
47,2021-12-13 02:45:23+00:00,@mariaagf9 same 😭😭,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,en,0,0,1,0,https://mobile.twitter.com,Twitter Web App
48,2021-11-29 15:49:37+00:00,@sestrecha irala q putita,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,0,0,1,0,https://mobile.twitter.com,Twitter Web App
49,2021-11-24 20:17:37+00:00,@lostinmiriam dos besitos,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,1,0,1,0,https://mobile.twitter.com,Twitter Web App
50,2021-11-13 04:15:10+00:00,@_guille_3 @clauudiaortiz_ ojito q ya estoy pillando airbnb en nyc,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,0,0,0,0,https://mobile.twitter.com,Twitter Web App
51,2021-11-03 20:49:45+00:00,hace 9 putos grados y todavia hay americanos en pantalon corto esq guión con la peña de este pais,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,0,0,0,0,https://mobile.twitter.com,Twitter Web App
52,2021-11-03 19:03:31+00:00,@sestrecha @callmesvetlana aqui aun no hemos cambiado de hora,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,0,0,1,0,https://mobile.twitter.com,Twitter Web App
53,2021-11-03 01:39:35+00:00,@martaguiraoa same no he empezado,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,0,0,3,0,https://mobile.twitter.com,Twitter Web App
54,2021-11-01 20:43:39+00:00,@callmesvetlana ME PUTO FLIPA,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,1,0,1,0,https://mobile.twitter.com,Twitter Web App
55,2021-10-25 22:58:31+00:00,@itsreallyro_ me alegro un monton 🥺,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,1,0,1,0,https://mobile.twitter.com,Twitter Web App
56,2021-08-28 21:09:42+00:00,@guillecinn @_guille_3 jejejjejeje,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,0,0,1,0,https://mobile.twitter.com,Twitter Web App
57,2021-08-26 01:28:22+00:00,@mariaagf9 @lostinmiriam tia no mueras pls,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,0,0,2,0,https://mobile.twitter.com,Twitter Web App
58,2021-08-08 13:40:40+00:00,@itsreallyro_ es super &lt;/3,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,1,0,0,0,https://mobile.twitter.com,Twitter Web App
59,2021-07-22 20:44:51+00:00,@_guille_3 luces mi novio 🥵🥵,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,1,0,1,0,https://mobile.twitter.com,Twitter Web App
60,2021-07-11 13:46:01+00:00,@_guille_3 me espera lo mismo esta semana :(,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,0,0,1,0,https://mobile.twitter.com,Twitter Web App
61,2021-07-01 08:40:22+00:00,@_guille_3 GUILLERMO TE HE COLGADO NO TE HE LLAMADO GORDO OJJJJ,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,0,0,1,0,https://mobile.twitter.com,Twitter Web App
62,2021-06-29 20:34:34+00:00,@_guille_3 aro q no toi taba antes :((,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,1,0,1,0,https://mobile.twitter.com,Twitter Web App
63,2021-06-29 09:34:46+00:00,@_guille_3 vamos a jugar ahora 👉👈🥺,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,1,0,1,0,https://mobile.twitter.com,Twitter Web App
64,2021-06-28 21:51:25+00:00,@_guille_3 mañana jurao q ahora quiero leer :(,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,1,0,1,0,https://mobile.twitter.com,Twitter Web App
65,2021-06-26 14:43:22+00:00,@_guille_3 q capullito,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,0,0,1,0,https://mobile.twitter.com,Twitter Web App
66,2021-06-25 22:10:32+00:00,@_guille_3 @callmesvetlana no asimilo :((,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,0,0,2,0,https://mobile.twitter.com,Twitter Web App
67,2021-06-14 13:52:53+00:00,@_guille_3 sigo sin enterderlo guillermo,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,1,0,0,0,https://mobile.twitter.com,Twitter Web App
68,2021-05-29 17:16:44+00:00,@maria15bm a mi tmb lol,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,1,0,1,0,https://mobile.twitter.com,Twitter Web App
69,2021-05-24 15:36:33+00:00,@Rakellogs01 q monaa 🥰🤭,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,0,0,1,0,https://mobile.twitter.com,Twitter Web App
70,2021-05-21 17:37:55+00:00,@_guille_3 ven corre,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,0,0,1,0,https://mobile.twitter.com,Twitter Web App
71,2021-05-15 20:27:05+00:00,@_guille_3 ven q te la doy 😏,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,0,0,1,0,https://mobile.twitter.com,Twitter Web App
72,2021-05-10 20:51:13+00:00,@_guille_3 ven corre,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,0,0,0,0,https://mobile.twitter.com,Twitter Web App
73,2021-05-07 22:42:18+00:00,@maria15bm @callmesvetlana sigo pedo tu,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,1,0,1,0,https://mobile.twitter.com,Twitter Web App
74,2021-02-05 13:00:12+00:00,@_guille_3 si llego pronto vamos al tren 😏,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,0,0,1,0,http://twitter.com/download/android,Twitter for Android
75,2021-01-31 15:35:09+00:00,@sestrecha @maria15bm me estoy despollando mucho leyendo todo xd,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,0,0,1,0,http://twitter.com/download/android,Twitter for Android
76,2021-01-31 14:43:31+00:00,@itsreallyro_ q goals 😍🥰🤪,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,en,0,0,0,0,http://twitter.com/download/android,Twitter for Android
77,2021-01-31 14:42:23+00:00,@itsreallyro_ aaaaaa yo tmb sisss 🙃🙃 juntas hasta en los suspensos q bonito 🤧,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,1,0,0,0,http://twitter.com/download/android,Twitter for Android
78,2021-01-29 12:43:52+00:00,@_guille_3 estoy llorando mucho 🤧😭💔,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,0,0,1,0,http://twitter.com/download/android,Twitter for Android
79,2021-01-25 14:10:36+00:00,@Rakellogs01 ui sis 😳 jeje 😈😈,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,0,0,1,0,http://twitter.com/download/android,Twitter for Android
80,2021-01-25 13:51:33+00:00,@Rakellogs01 q mona me muero 🥺🥺,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,1,0,1,0,http://twitter.com/download/android,Twitter for Android
81,2021-01-25 13:37:43+00:00,@sestrecha @callmesvetlana yo uno amarillo pero tmb mucho amor 🥺💛,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,3,0,1,0,http://twitter.com/download/android,Twitter for Android
82,2021-01-25 13:35:59+00:00,@MaremotoY estoy igual :(,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,0,0,1,0,http://twitter.com/download/android,Twitter for Android
83,2021-01-22 18:53:16+00:00,@sestrecha @callmesvetlana y encima van a hacernos llevar el portátil veréis 🤡🤡,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,0,0,3,0,http://twitter.com/download/android,Twitter for Android
84,2021-01-19 12:57:07+00:00,@sestrecha pues yo ni me la he visto aún 🤡,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,1,0,1,0,http://twitter.com/download/android,Twitter for Android
85,2021-01-18 10:27:57+00:00,@_guille_3 q guapo eres hostia puta,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,1,0,1,0,https://mobile.twitter.com,Twitter Web App
86,2021-01-17 00:13:03+00:00,@elvi_nitotinto aprendo de la mejor 🤪,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,1,0,1,0,http://twitter.com/download/android,Twitter for Android
87,2021-01-16 13:23:58+00:00,@maria15bm yo tmb suspendi por eso ni intento el de vdd😔🤘,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,0,0,1,0,https://mobile.twitter.com,Twitter Web App
88,2021-01-16 10:08:39+00:00,@itsreallyro_ @failussss pero se puede romper ns,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,0,0,0,0,https://mobile.twitter.com,Twitter Web App
89,2021-01-16 10:04:26+00:00,@itsreallyro_ @failussss osea si pero en q momento se te ocurre llevarte los patines y el palo esq memeo,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,1,0,0,0,https://mobile.twitter.com,Twitter Web App
90,2021-01-16 10:02:17+00:00,@failussss @itsreallyro_ q le pasa a la gente xd,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,1,0,0,0,https://mobile.twitter.com,Twitter Web App
91,2021-01-15 22:21:08+00:00,@elvi_nitotinto @Gordito_Perrito AAAAAAAA q moni lloro como lo esta gozando 🥺,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,1,0,1,0,http://twitter.com/download/android,Twitter for Android
92,2021-01-14 16:02:52+00:00,@sestrecha no lo voy a superar en la vida,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,0,0,0,0,https://mobile.twitter.com,Twitter Web App
93,2021-01-07 19:07:36+00:00,@aleexxios @MadridDirecto q bonico nuestro hijo 🥺🤧,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,0,1,1,0,http://twitter.com/download/android,Twitter for Android
94,2021-01-04 00:45:04+00:00,@elvi_nitotinto tu no eres eso,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,1,0,1,0,http://twitter.com/download/android,Twitter for Android
95,2021-01-04 00:21:12+00:00,@elvi_nitotinto no me escondo,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,1,0,1,0,http://twitter.com/download/android,Twitter for Android
96,2021-01-03 13:20:29+00:00,@mariaagf9 en el suelo 😳😳😳,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,0,0,1,0,http://twitter.com/download/android,Twitter for Android
97,2020-12-26 22:52:09+00:00,@Rakellogs01 oooh te fliparia el rastro esq es mazo tu rollo,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,0,0,0,0,http://twitter.com/download/android,Twitter for Android
98,2020-12-26 22:34:19+00:00,@Rakellogs01 vale un año te vienes si o si 😏😊,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,1,0,0,0,http://twitter.com/download/android,Twitter for Android
99,2020-12-26 22:26:07+00:00,@Rakellogs01 jwhfkajsjsd vente sis yo te enseño las mejores luces 👉🏻👈🏻🥰,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,1,0,1,0,http://twitter.com/download/android,Twitter for Android
100,2020-12-26 00:16:48+00:00,@maria15bm yo tmb no estas sola :'),boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,0,0,1,0,http://twitter.com/download/android,Twitter for Android
101,2020-12-26 00:15:09+00:00,@elvi_nitotinto eso esta fatal fatal tengo pruebas,boliviiic,tengo sueño 🏳️‍🌈,vic gastao,False,363,280,13711,6,80,es,1,0,1,0,http://twitter.com/download/android,Twitter for Android
